incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2025-00901,2025-06-24,12:26:46,Motor Vehicle Theft,Downtown Central,District 1,37.784523,-122.408775,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-02856,2025-06-24,12:38:15,Motor Vehicle Theft,Mission Commercial,District 3,37.76134,-122.419724,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-00140,2025-06-24,19:15:19,Public Disorder,Downtown Central,District 1,37.776757,-122.416381,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01480,2025-06-25,11:46:16,Burglary,South Rail Corridor,District 4,37.755118,-122.394837,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03413,2025-06-25,13:34:18,Burglary,Downtown Central,District 1,37.779843,-122.409357,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01483,2025-06-25,14:06:19,Burglary,South Rail Corridor,District 4,37.751034,-122.396182,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01750,2025-06-25,15:01:23,Burglary,South Rail Corridor,District 4,37.742384,-122.386555,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02240,2025-06-25,15:03:06,Fraud,Westside Arts,District 5,37.775411,-122.433546,Residential Apartment,Reported Fraud at Residential Apartment
SYN-2025-04215,2025-06-25,17:04:16,Theft / Larceny,Downtown Central,District 1,37.779377,-122.418022,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2025-01298,2025-06-25,17:57:46,Vandalism,Downtown Central,District 1,37.778563,-122.414369,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-04058,2025-06-25,18:39:09,Public Disorder,Downtown Central,District 1,37.7789,-122.41782,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01884,2025-06-25,20:18:07,Public Disorder,Waterfront Marina,District 2,37.799525,-122.429429,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-04165,2025-06-25,20:28:25,Fraud,Mission Commercial,District 3,37.757597,-122.416932,Residential Apartment,Reported Fraud at Residential Apartment
SYN-2025-01170,2025-06-25,23:23:01,Narcotics,Mission Commercial,District 3,37.754775,-122.418737,Park / Public Space,Reported Narcotics at Park / Public Space
SYN-2025-03762,2025-06-26,06:55:30,Robbery,Waterfront Marina,District 2,37.804364,-122.436737,Alleyway,Reported Robbery at Alleyway
SYN-2025-02644,2025-06-26,14:25:01,Burglary,Westside Arts,District 5,37.775008,-122.433577,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-03944,2025-06-26,16:33:09,Robbery,Downtown Central,District 1,37.785463,-122.415786,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2025-02887,2025-06-26,17:32:10,Theft / Larceny,Waterfront Marina,District 2,37.807655,-122.434464,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-03978,2025-06-26,20:10:48,Vandalism,Downtown Central,District 1,37.786232,-122.419789,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-01496,2025-06-26,20:37:08,Motor Vehicle Theft,Westside Arts,District 5,37.776375,-122.432902,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2025-00404,2025-06-26,22:30:50,Public Disorder,Waterfront Marina,District 2,37.805003,-122.441921,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01198,2025-06-27,09:10:06,Burglary,Westside Arts,District 5,37.775014,-122.437068,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-03276,2025-06-27,11:09:29,Vandalism,Mission Commercial,District 3,37.761066,-122.423583,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-02587,2025-06-27,11:40:07,Public Disorder,Waterfront Marina,District 2,37.801323,-122.44471,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-01907,2025-06-27,13:25:08,Motor Vehicle Theft,South Rail Corridor,District 4,37.743116,-122.396251,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-01598,2025-06-27,21:21:20,Vandalism,Downtown Central,District 1,37.778029,-122.420814,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2025-00013,2025-06-27,21:38:20,Public Disorder,Mission Commercial,District 3,37.760297,-122.413831,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-03537,2025-06-27,22:40:08,Theft / Larceny,Mission Commercial,District 3,37.772734,-122.422141,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2025-03915,2025-06-28,07:00:55,Theft / Larceny,Mission Commercial,District 3,37.756133,-122.424942,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-04297,2025-06-28,12:21:39,Motor Vehicle Theft,Mission Commercial,District 3,37.757772,-122.414342,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-03534,2025-06-28,17:12:32,Narcotics,Westside Arts,District 5,37.774432,-122.433861,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2025-02532,2025-06-29,04:16:55,Vandalism,Mission Commercial,District 3,37.763374,-122.4139,Parking Facility,Reported Vandalism at Parking Facility
SYN-2025-04206,2025-06-29,11:31:12,Burglary,Westside Arts,District 5,37.77474,-122.427343,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03722,2025-06-29,17:47:32,Theft / Larceny,Mission Commercial,District 3,37.757746,-122.419409,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-02956,2025-06-29,18:10:49,Narcotics,South Rail Corridor,District 4,37.751256,-122.387452,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2025-03230,2025-06-29,19:15:45,Vandalism,Mission Commercial,District 3,37.761827,-122.420039,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-02171,2025-06-30,05:55:58,Robbery,Downtown Central,District 1,37.786407,-122.416239,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2025-00520,2025-06-30,06:59:48,Burglary,Waterfront Marina,District 2,37.806329,-122.439391,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-02595,2025-06-30,11:05:13,Assault,Downtown Central,District 1,37.777562,-122.418222,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-03952,2025-06-30,11:16:26,Vandalism,South Rail Corridor,District 4,37.740176,-122.389608,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-02271,2025-06-30,11:52:36,Burglary,Mission Commercial,District 3,37.767687,-122.421233,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00365,2025-06-30,11:54:27,Burglary,Waterfront Marina,District 2,37.803419,-122.436508,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00726,2025-06-30,12:25:44,Public Disorder,Downtown Central,District 1,37.781383,-122.419287,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01068,2025-06-30,15:24:01,Motor Vehicle Theft,South Rail Corridor,District 4,37.747644,-122.397993,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-03764,2025-06-30,16:48:25,Vandalism,Mission Commercial,District 3,37.769577,-122.416414,Parking Facility,Reported Vandalism at Parking Facility
SYN-2025-02727,2025-06-30,17:18:26,Vandalism,Waterfront Marina,District 2,37.799224,-122.434659,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2025-02214,2025-06-30,19:37:40,Public Disorder,Mission Commercial,District 3,37.767815,-122.416273,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-02118,2025-07-01,08:14:20,Fraud,South Rail Corridor,District 4,37.744154,-122.391089,Street / Sidewalk,Reported Fraud at Street / Sidewalk
SYN-2025-02249,2025-07-01,10:06:12,Public Disorder,Downtown Central,District 1,37.781298,-122.417662,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2025-04385,2025-07-01,13:56:25,Assault,Mission Commercial,District 3,37.759788,-122.415862,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-02742,2025-07-01,14:06:18,Burglary,Westside Arts,District 5,37.782323,-122.434774,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-00769,2025-07-01,15:21:36,Burglary,South Rail Corridor,District 4,37.754633,-122.387669,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-02328,2025-07-02,07:42:35,Burglary,Downtown Central,District 1,37.791571,-122.410931,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-03096,2025-07-02,08:43:12,Robbery,Waterfront Marina,District 2,37.805497,-122.441691,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2025-04422,2025-07-02,19:19:44,Assault,Mission Commercial,District 3,37.755622,-122.423537,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00311,2025-07-02,22:36:56,Assault,Downtown Central,District 1,37.777739,-122.422527,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-04377,2025-07-03,10:31:33,Theft / Larceny,Downtown Central,District 1,37.783315,-122.41412,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-01300,2025-07-03,10:51:41,Fraud,Downtown Central,District 1,37.788265,-122.413294,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2025-01651,2025-07-03,15:33:25,Burglary,Mission Commercial,District 3,37.764617,-122.416494,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00837,2025-07-03,16:04:33,Burglary,Waterfront Marina,District 2,37.803704,-122.430778,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-00233,2025-07-03,17:58:05,Public Disorder,Downtown Central,District 1,37.778129,-122.418153,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-02606,2025-07-03,19:17:55,Theft / Larceny,Mission Commercial,District 3,37.764879,-122.410653,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2025-01187,2025-07-03,20:51:40,Vandalism,Downtown Central,District 1,37.776459,-122.420809,Transit Station,Reported Vandalism at Transit Station
SYN-2025-03239,2025-07-03,23:14:39,Theft / Larceny,Mission Commercial,District 3,37.775601,-122.442014,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-02311,2025-07-04,08:24:14,Theft / Larceny,Downtown Central,District 1,37.770883,-122.410481,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-02212,2025-07-04,10:04:19,Robbery,Downtown Central,District 1,37.776596,-122.424653,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2025-01619,2025-07-04,15:37:18,Narcotics,South Rail Corridor,District 4,37.759677,-122.397183,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2025-03325,2025-07-04,16:37:35,Narcotics,Mission Commercial,District 3,37.759867,-122.421208,Alleyway,Reported Narcotics at Alleyway
SYN-2025-03837,2025-07-04,17:51:50,Vandalism,South Rail Corridor,District 4,37.736343,-122.386564,Transit Station,Reported Vandalism at Transit Station
SYN-2025-02875,2025-07-04,20:04:23,Vandalism,Waterfront Marina,District 2,37.800035,-122.43953,Transit Station,Reported Vandalism at Transit Station
SYN-2025-00191,2025-07-04,20:48:15,Vandalism,Westside Arts,District 5,37.769808,-122.428865,Alleyway,Reported Vandalism at Alleyway
SYN-2025-04324,2025-07-04,21:38:55,Vandalism,Mission Commercial,District 3,37.754756,-122.415854,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-01150,2025-07-04,23:03:28,Public Disorder,Mission Commercial,District 3,37.767273,-122.422075,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-00958,2025-07-04,23:59:44,Assault,Waterfront Marina,District 2,37.757386,-122.438902,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2025-02918,2025-07-05,07:24:58,Public Disorder,Downtown Central,District 1,37.776476,-122.446689,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-01636,2025-07-05,16:02:34,Robbery,Mission Commercial,District 3,37.755083,-122.417794,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2025-02051,2025-07-05,17:08:10,Vandalism,Downtown Central,District 1,37.780632,-122.407757,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2025-04049,2025-07-05,18:26:09,Burglary,Westside Arts,District 5,37.774493,-122.434482,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01327,2025-07-06,09:02:21,Public Disorder,Mission Commercial,District 3,37.756917,-122.414252,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-01621,2025-07-06,09:51:01,Theft / Larceny,Downtown Central,District 1,37.774487,-122.424808,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2025-01830,2025-07-06,10:18:18,Robbery,Downtown Central,District 1,37.782043,-122.421754,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2025-01474,2025-07-06,15:58:49,Public Disorder,Downtown Central,District 1,37.779994,-122.421048,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2025-03988,2025-07-06,19:41:58,Assault,Downtown Central,District 1,37.786747,-122.417155,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-00200,2025-07-06,20:03:08,Theft / Larceny,Mission Commercial,District 3,37.761043,-122.426314,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-01617,2025-07-07,07:26:03,Burglary,Waterfront Marina,District 2,37.80018,-122.439885,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-03756,2025-07-07,09:27:08,Public Disorder,Mission Commercial,District 3,37.75395,-122.420095,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2025-03536,2025-07-07,11:39:56,Vandalism,Mission Commercial,District 3,37.758148,-122.41604,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2025-00423,2025-07-07,12:55:43,Burglary,Waterfront Marina,District 2,37.795484,-122.43533,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01722,2025-07-07,16:26:32,Theft / Larceny,Downtown Central,District 1,37.776359,-122.414886,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2025-04131,2025-07-07,17:14:48,Vandalism,South Rail Corridor,District 4,37.751616,-122.401497,Parking Facility,Reported Vandalism at Parking Facility
SYN-2025-04266,2025-07-07,17:39:20,Theft / Larceny,Mission Commercial,District 3,37.75979,-122.42849,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2025-04284,2025-07-07,18:27:48,Narcotics,Mission Commercial,District 3,37.758115,-122.421883,Alleyway,Reported Narcotics at Alleyway
SYN-2025-03560,2025-07-07,22:42:12,Burglary,Waterfront Marina,District 2,37.798577,-122.438742,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-04273,2025-07-07,23:31:42,Theft / Larceny,Downtown Central,District 1,37.776637,-122.420829,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2025-00716,2025-07-08,02:36:33,Vandalism,Downtown Central,District 1,37.781782,-122.418179,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2025-00086,2025-07-08,04:40:43,Narcotics,South Rail Corridor,District 4,37.755467,-122.387398,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2025-00719,2025-07-08,08:16:49,Assault,Downtown Central,District 1,37.790404,-122.412575,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2025-02935,2025-07-08,10:10:43,Burglary,Mission Commercial,District 3,37.757158,-122.423383,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2025-01204,2025-07-08,14:04:56,Fraud,South Rail Corridor,District 4,37.750539,-122.392506,Park / Public Space,Reported Fraud at Park / Public Space
SYN-2025-02910,2025-07-08,16:39:56,Theft / Larceny,Westside Arts,District 5,37.779725,-122.434845,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2025-01822,2025-07-08,20:28:09,Burglary,Waterfront Marina,District 2,37.803112,-122.438152,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2025-01685,2025-07-08,20:35:09,Robbery,Downtown Central,District 1,37.776245,-122.415823,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2025-00278,2025-07-08,20:56:00,Motor Vehicle Theft,South Rail Corridor,District 4,37.748626,-122.394597,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2025-04187,2025-07-08,23:29:43,Assault,Downtown Central,District 1,37.808542,-122.384524,Park / Public Space,Reported Assault at Park / Public Space
SYN-2025-01808,2025-07-09,02:13:18,Vandalism,Waterfront Marina,District 2,37.800865,-122.439088,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2025-00023,2025-07-09,12:03:37,Fraud,Mission Commercial,District 3,,,Parking Facility,Reported Fraud at Parking Facility
SYN-2025-02981,2025-07-09,12:28:28,Robbery,Downtown Central,District 1,37.777705,-122.408274,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2025-00887,2025-07-09,12:45:05,Vandalism,Downtown Central,District 1,37.777066,-122.411872,Alleyway,Reported Vandalism at Alleyway
SYN-2025-02200,2025-07-09,14:42:56,Vandalism,Mission Commercial,District 3,37.759557,-122.420465,Alleyway,Reported Vandalism at Alleyway
SYN-2025-03851,2025-07-09,15:49:04,Public Disorder,Waterfront Marina,District 2,37.799645,-122.439596,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
